228.9533 0.30557 0.09532
234.8269 0.50373 0.09398
237.3730 0.99270 0.09089
242.4866 -0.13876 0.06304
246.7345 0.91797 0.07972
251.0418 -0.89419 0.05113
266.1788 -0.83315 0.07126
270.2943 1.12484 0.06564
272.9388 0.74198 0.05807
281.8669 0.55416 0.05894
287.8493 0.74861 0.07114
287.9770 0.79098 0.05471
291.5703 0.88302 0.07993
293.9731 0.69827 0.07355
294.0663 0.77799 0.08480
295.5338 -0.98285 0.08499
297.3468 0.96301 0.08193
298.2440 -0.42218 0.05168
299.9370 0.73850 0.05344
301.3061 -0.50620 0.06598
307.3669 -0.45701 0.07654
313.4290 -0.56693 0.08272
315.8114 0.51647 0.07038
316.4290 -0.71763 0.09100
317.4798 -0.07682 0.08592
328.8142 -1.11285 0.09843
330.8290 0.52444 0.07657
332.0928 -0.87879 0.06626
332.9363 0.68070 0.05528
335.8490 0.50765 0.08055
337.5839 -0.83472 0.08894
338.0977 -0.88415 0.07117
347.8792 0.55496 0.05454
359.6349 0.18266 0.06332
362.4115 -0.33881 0.05768
366.4366 0.99045 0.06405
367.6529 -0.96886 0.07200
369.1988 0.99154 0.07636
388.2716 -0.60786 0.07287
396.0067 0.84348 0.09377
396.5208 1.04850 0.07590
398.5895 0.15404 0.09718
405.3154 1.07459 0.08189
414.5225 0.88280 0.09788
417.0290 0.83806 0.06204
423.1094 0.92990 0.08381
429.5645 0.87192 0.06445
432.4850 0.86725 0.08359
432.6423 0.74310 0.08476
441.7221 0.64741 0.05340
445.1832 -0.27683 0.06274
446.0266 -0.85138 0.06120
451.7392 -0.77604 0.08339
456.0577 0.73711 0.09222
464.8399 0.55464 0.06722
467.0682 -0.99019 0.08903
468.4682 1.05751 0.08377
479.5234 -0.01432 0.05034
484.2965 -0.60084 0.08011
484.4804 -0.63066 0.06934
485.2294 -0.74897 0.09580
487.6038 -0.89313 0.05006
489.5700 0.94021 0.07312
490.3573 -0.56561 0.07122
498.0943 1.06352 0.07305
499.1160 0.13523 0.08851
505.4281 -0.68146 0.06612
513.3774 0.82106 0.08924
521.8857 0.59678 0.07357
526.1025 -0.12407 0.05179
527.6801 0.19542 0.05879
530.8723 0.50434 0.08609
531.2093 0.98174 0.07367
533.7720 0.54301 0.05764
535.8011 -1.04763 0.06706
538.5967 -0.92059 0.08037
539.9821 0.83726 0.05959
549.5401 0.99552 0.08692
551.7785 0.46422 0.06214
552.2913 1.09722 0.09587
555.7379 0.68655 0.06345
556.6698 -0.98836 0.08828
557.7890 0.47912 0.05943
559.0325 0.04691 0.06437
560.5595 -0.05879 0.05456
561.8614 0.46199 0.07881
564.9796 0.18191 0.08417
573.7098 0.66147 0.07733
574.6612 -0.92834 0.07129
580.0904 0.02635 0.08222
581.4465 -0.21159 0.08238
582.7910 0.55780 0.08395
583.1857 -0.22899 0.08179
585.9870 0.16581 0.09726
597.2114 0.93009 0.06045
597.9416 0.32105 0.08546
603.4680 1.03564 0.06181
603.5334 0.86649 0.05597
607.8659 -0.83921 0.08037
609.8572 0.40729 0.07251
612.5665 0.84582 0.07294
614.7134 0.23295 0.08310
620.9586 0.66523 0.08851
622.4973 -0.85205 0.06751
625.9598 -0.92444 0.08310
629.8834 0.73296 0.07081
631.0700 0.03635 0.09210
631.7664 -0.91671 0.09165
635.1979 -0.60972 0.06282
640.3118 -0.69741 0.08067
640.7179 -0.99301 0.07911
641.9406 0.73646 0.07704
648.1984 1.03782 0.09350
653.8120 0.41360 0.06324
655.4980 -0.85501 0.06590
655.5732 -0.83106 0.05596
660.9446 0.23657 0.09699
662.8081 0.53441 0.08228
666.4162 0.90618 0.07397
667.9161 -1.11120 0.08197
673.2949 -0.40590 0.07724
675.3912 1.08531 0.08237
683.7156 0.43782 0.07719
685.0285 -0.05718 0.08605
692.5320 -0.16910 0.07612
694.7522 -1.13851 0.09969
695.1630 -0.74725 0.06093
696.4330 0.93516 0.05529
696.6672 0.81178 0.05548
703.2232 -0.40440 0.05318
706.7152 -1.10097 0.07023
706.9174 -0.96184 0.07242
707.2535 -0.52426 0.06829
722.7245 0.25883 0.08818
722.9225 0.57903 0.08139
728.6617 0.18960 0.08860
729.7094 0.51828 0.09664
729.7519 0.61015 0.09864
734.3411 -0.40102 0.05960
734.9575 0.74620 0.05694
736.2675 -0.57496 0.08481
737.8417 0.51965 0.05469
738.6403 0.75261 0.07627
740.0323 -0.75864 0.07652
741.2540 1.07722 0.09306
745.5461 -0.85071 0.07424
746.3134 -0.41010 0.06967
749.1315 -0.87450 0.08357
758.0993 -0.85727 0.08706
761.4259 -0.17821 0.07600
763.9571 -0.85430 0.06739
768.9583 0.26197 0.05750
769.0291 0.11231 0.07930
771.9339 0.23242 0.06311
772.7221 -0.94258 0.05222
777.2405 0.91547 0.08775
780.1755 0.99385 0.06214
781.3771 -0.58909 0.07212
781.9320 -0.87357 0.08439
784.4279 -0.71917 0.06796
785.5590 0.04440 0.08682
789.3639 1.04988 0.06974
797.8303 0.45330 0.08417
798.3509 1.01036 0.08520
798.9603 0.33104 0.07212
801.3476 1.00328 0.05098
815.3972 -0.36311 0.06654
818.2040 -0.65221 0.07122
825.8089 0.49211 0.06351
842.2066 -0.65427 0.05985
844.8557 -1.00850 0.09109
845.1782 -0.72448 0.07150
850.7127 -0.93400 0.09439
852.9982 0.23256 0.06956
854.0999 -0.78618 0.08846
858.9388 0.37463 0.06984
860.4406 -0.43939 0.09043
862.7107 -1.01605 0.08775
865.4386 -0.69001 0.06887
866.9303 0.64307 0.06080
873.9274 0.16829 0.08952
879.0139 0.86884 0.09747
890.4757 -0.14358 0.06638
890.7521 0.40775 0.08356
892.9224 -0.94598 0.07193
894.9417 0.17392 0.09168
897.1914 0.92309 0.08844
898.4861 -0.77937 0.05836
900.8525 0.36491 0.09310
905.1347 -0.74991 0.09949
905.1536 -0.57872 0.07572
912.1325 0.88304 0.09421
913.8004 -0.94818 0.07940
928.3131 -0.55773 0.05774
929.6089 0.17386 0.05999
931.2014 -0.35164 0.07035
933.7598 0.61331 0.08744
934.4051 -0.71141 0.09128
939.1417 0.98130 0.08950
943.0081 0.11781 0.06593
947.9331 0.69473 0.07670
964.4227 -0.52155 0.05450
970.5985 -0.93476 0.05559
982.3032 -0.48270 0.05681
984.3983 1.20970 0.08393
988.4179 -0.76070 0.07476
988.9116 -0.94635 0.05949
989.9502 0.64281 0.07475
995.3897 -0.29812 0.05738
999.4916 0.94900 0.05275
